"¥éË""COU""",Country,IND,Indicator,SEX,AGE,Age Group,TIME,Unit Code,Unit,PowerCode Code,PowerCode,Value
IRL,Ireland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,1.1
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,51.9
BRA,Brazil,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,9.8
HUN,Hungary,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,39.1
SVN,Slovenia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,49.7
ITA,Italy,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,2.4
USA,United States,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,89
IRL,Ireland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,63.1
LUX,Luxembourg,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,17.3
GBR,United Kingdom,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,91.7
ITA,Italy,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,58.2
KOR,Korea,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,6
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,1.7
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,15.8
GBR,United Kingdom,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,29.2
SWE,Sweden,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,67.7
BEL,Belgium,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,1.8
SVN,Slovenia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,8.2
BEL,Belgium,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,65.4
CZE,Czech Republic,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,1.9
BEL,Belgium,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,1.6
HUN,Hungary,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,2.6
GBR,United Kingdom,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,0.7
USA,United States,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,0.8
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,61.8
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,52.9
CHE,Switzerland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,30.2
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,24.2
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,9.6
CHL,Chile,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,32.6
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,0
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,30.2
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,52.9
SVK,Slovak Republic,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,1.7
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,3
USA,United States,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,26.9
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,1
PRT,Portugal,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,14.8
CHE,Switzerland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,61.2
DEU,Germany,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,58.5
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,4.4
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,14
GBR,United Kingdom,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,28.4
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,5.7
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,29.5
ESP,Spain,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,9.1
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,3
NOR,Norway,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,3.5
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,6.3
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,78
HUN,Hungary,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,39.1
PRT,Portugal,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,32.1
ESP,Spain,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,8.5
GRC,Greece,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,79
USA,United States,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,88.9
FIN,Finland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,2.3
USA,United States,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,0.8
BEL,Belgium,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,90.6
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,28.9
NZL,New Zealand,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,4.2
ISL,Iceland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,63.1
FRA,France,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,31.3
GBR,United Kingdom,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,0.7
PRT,Portugal,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,52.7
NOR,Norway,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,31.8
AUS,Australia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,1.9
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,10.2
IDN,Indonesia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,35.3
FIN,Finland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,9
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,3
BEL,Belgium,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,8.7
ISR,Israel,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,69.2
PRT,Portugal,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,34.8
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,9.2
DNK,Denmark,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,1
ITA,Italy,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,83.8
BRA,Brazil,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,12
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,77.6
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,77.4
IND,India,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,18.8
SVN,Slovenia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,8.8
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,6
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,25.3
IDN,Indonesia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,35.6
CHE,Switzerland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,30.9
DEU,Germany,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,39.7
AUS,Australia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,89.8
KOR,Korea,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,32.2
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,62
POL,Poland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,41.9
ISR,Israel,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,66.7
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,12.7
DEU,Germany,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,57.8
CHL,Chile,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,32.8
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,3.6
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,51.9
KOR,Korea,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,80.2
ISR,Israel,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,0.5
FRA,France,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,3.9
CHE,Switzerland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,60.9
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,9.9
ESP,Spain,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,88.5
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,8.5
BRA,Brazil,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,18.5
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,2.3
ZAF,South Africa,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,61.8
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,77.6
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,3.6
CZE,Czech Republic,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,47.5
JPN,Japan,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,4.1
BRA,Brazil,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,17.6
POL,Poland,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,72.2
POL,Poland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,10.9
NZL,New Zealand,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,86.1
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,8.4
IDN,Indonesia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,39.5
ISL,Iceland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,65.1
RUS,Russia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,37.9
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,9.2
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,9.4
CHL,Chile,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,84.3
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,29.9
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,9.6
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,46.6
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,5.7
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,50.3
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,16.1
JPN,Japan,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,81.9
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,76.6
NZL,New Zealand,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,61.3
JPN,Japan,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,61.7
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,74.1
FIN,Finland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,9
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,40.2
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,24.3
IRL,Ireland,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,9.9
RUS,Russia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,36.9
NOR,Norway,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,91.7
LUX,Luxembourg,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,0
CHE,Switzerland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,10.1
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,29.8
CZE,Czech Republic,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,3.9
FRA,France,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,87.5
POL,Poland,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,11.7
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,8.3
ZAF,South Africa,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,84
IDN,Indonesia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2010,PC,Percentage,0,Units,39.4
ITA,Italy,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,4.5
DNK,Denmark,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,28.7
MEX,Mexico,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,80.1
DEU,Germany,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,2
AUT,Austria,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,5
USA,United States,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,8.1
NZL,New Zealand,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,9.1
ISL,Iceland,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,7.4
MEX,Mexico,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,15.6
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,2.6
NOR,Norway,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,91.7
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,6.2
ZAF,South Africa,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2010,PC,Percentage,0,Units,13.1
NOR,Norway,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,0.9
AUT,Austria,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,57.1
FIN,Finland,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,58.4
AUT,Austria,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,37.2
IND,India,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,30.7
SWE,Sweden,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,1
DEU,Germany,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,14.2
NOR,Norway,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,31.6
GBR,United Kingdom,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,7.6
JPN,Japan,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,34.3
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,6.1
CZE,Czech Republic,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,75
CAN,Canada,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,1.2
IDN,Indonesia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,23
ZAF,South Africa,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,12.4
ESP,Spain,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,5.7
CAN,Canada,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,90.2
GRC,Greece,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,13.9
SVN,Slovenia,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,41.5
FIN,Finland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,35.6
SVN,Slovenia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,74
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,51.7
SWE,Sweden,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,29.3
GRC,Greece,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,13.5
TUR,Turkey,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,47.9
ISL,Iceland,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,8.7
FRA,France,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,32.1
ISR,Israel,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,9.2
RUS,Russia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,5.4
IRL,Ireland,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,26.9
ESP,Spain,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,64.8
ITA,Italy,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,37.3
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,73.2
ITA,Italy,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,83.6
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,53.5
BRA,Brazil,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2011,PC,Percentage,0,Units,77.1
FRA,France,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,10.2
BRA,Brazil,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,30.8
RUS,Russia,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,75.8
IRL,Ireland,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,89.8
ZAF,South Africa,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,5.8
TUR,Turkey,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,51.5
NZL,New Zealand,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,60.7
ISR,Israel,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2009,PC,Percentage,0,Units,88.8
JPN,Japan,EMP13_S,"Share of employed working in services, by sex",MEN,TOTAL,Total,2013,PC,Percentage,0,Units,61.8
FRA,France,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,10.1
PRT,Portugal,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,77.4
NLD,Netherlands,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,1.1
ISR,Israel,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2009,PC,Percentage,0,Units,2.5
NLD,Netherlands,EMP13_S,"Share of employed working in services, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,93.3
BEL,Belgium,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,TOTAL,Total,2012,PC,Percentage,0,Units,0.7
NLD,Netherlands,EMP13_I,"Share of employed working in industry, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,23.6
PRT,Portugal,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2012,PC,Percentage,0,Units,12.6
MEX,Mexico,EMP13_A,"Share of employed working in agriculture, by sex",MEN,TOTAL,Total,2011,PC,Percentage,0,Units,19.3
CAN,Canada,EMP13_I,"Share of employed working in industry, by sex",WOMEN,TOTAL,Total,2013,PC,Percentage,0,Units,8.6
